route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE1021888,37027,OCESN839415F0200256840,"839415",1,,
OCE1021888,37028,OCESN839403F0300356803,"839403",1,,
OCE1021888,15931,OCESN839403F0100156802,"839403",1,,
OCE1021888,37029,OCESN839401F0300356797,"839401",1,,
OCE1021888,37030,OCESN839417F0300356843,"839417",1,,
OCE1021888,15931,OCESN839401F0100156798,"839401",1,,
OCE1021888,37031,OCESN839407F0100156815,"839407",1,,
OCE1021888,37032,OCESN839409F0100156821,"839409",1,,
OCE1021888,37033,OCESN839405F0100156809,"839405",1,,
OCE1021888,37034,OCESN839413F0100156831,"839413",1,,
OCE1021888,37035,OCESN839413F0200256833,"839413",1,,
OCE1021888,37036,OCESN839411F0500556826,"839411",1,,
OCE1021888,15931,OCESN839411F0200256827,"839411",1,,
OCE1021888,17675,OCESN839555F1501556959,"839555",1,,
OCE1021888,15946,OCESN839555F0700756954,"839555",1,,
OCE1021888,17795,OCESN839555F0500556962,"839555",1,,
OCE1021888,17788,OCESN839589F0200257131,"839589",1,,
OCE1021888,778,OCESN839561F0700757040,"839561",1,,
OCE1021888,17845,OCESN839551F1701756901,"839551",1,,
OCE1021888,16926,OCESN839551F1301356900,"839551",1,,
OCE1021888,17864,OCESN839584F2802857108,"839584",1,,
OCE1021888,10028,OCESN839584F2902957098,"839584",1,,
OCE1021888,17761,OCESN839557F2002057000,"839557",1,,
OCE1021888,8242,OCESN839584F1401457104,"839584",1,,
OCE1021888,16926,OCESN839505F0600656881,"839505",1,,
OCE1021888,17494,OCESN839587F0900957127,"839587",1,,
OCE1021888,17756,OCESN839587F1101157116,"839587",1,,
OCE1021888,269,OCESN839587F0800857126,"839587",1,,
OCE1021888,16926,OCESN839587F1301357123,"839587",1,,
OCE1021888,17761,OCESN839587F0700757118,"839587",1,,
OCE1021888,1881,OCESN839501F0300356850,"839501",1,,
OCE1021888,37037,OCESN839501F0100156851,"839501",1,,
OCE1021888,15976,OCESN839501F0700756853,"839501",1,,
OCE1021888,17768,OCESN839501F1101156849,"839501",1,,
OCE1021888,17809,OCESN839557F2202256991,"839557",1,,
OCE1021888,17810,OCESN839557F1401456993,"839557",1,,
OCE1021888,16926,OCESN839557F1801856990,"839557",1,,
OCE1021888,17675,OCESN839553F1401456931,"839553",1,,
OCE1021888,778,OCESN839551F1601656907,"839551",1,,
OCE1021888,16926,OCESN839559F1001057024,"839559",1,,
OCE1021888,113,OCESN839557F0400456983,"839557",1,,
OCE1021888,17948,OCESN839558F0100157010,"839558",0,,
OCE1021888,17846,OCESN839554F2702756951,"839554",0,,
OCE1021888,17831,OCESN839554F1501556934,"839554",0,,
OCE1021888,15946,OCESN839554F0600656948,"839554",0,,
OCE1021888,17943,OCESN839558F0300357004,"839558",0,,
OCE1021888,15931,OCESN839592F0300357139,"839592",0,,
OCE1021888,37038,OCESN839592F1701757140,"839592",0,,
OCE1021888,17814,OCESN839592F0200257134,"839592",0,,
OCE1021888,17815,OCESN839592F0700757138,"839592",0,,
OCE1021888,17675,OCESN839592F1501557141,"839592",0,,
OCE1021888,17694,OCESN839504F1001056864,"839504",0,,
OCE1021888,37039,OCESN839504F2202256871,"839504",0,,
OCE1021888,37040,OCESN839504F2102156872,"839504",0,,
OCE1021888,37041,OCESN839554F2802856946,"839554",0,,
OCE1021888,37042,OCESN839550F0100156890,"839550",0,,
OCE1021888,37043,OCESN839500F1501556847,"839500",0,,
OCE1021888,37044,OCESN839596F0100157151,"839596",0,,
OCE1021888,5664,OCESN839502F0900956862,"839502",0,,
OCE1021888,17731,OCESN839502F0700756861,"839502",0,,
OCE1021888,17940,OCESN839596F0900957152,"839596",0,,
OCE1021888,16926,OCESN839554F3003056936,"839554",0,,
OCE1021888,17730,OCESN839502F0600656859,"839502",0,,
OCE1021888,17939,OCESN839596F0600657149,"839596",0,,
OCE1021888,16926,OCESN839550F0700756894,"839550",0,,
OCE1021888,37045,OCESN839502F0100156863,"839502",0,,
OCE1021888,16894,OCESN839596F0700757145,"839596",0,,
OCE1021888,778,OCESN839504F0800856874,"839504",0,,
OCE1021888,17788,OCESN839504F0500556873,"839504",0,,
OCE1021888,17845,OCESN839554F0400456950,"839554",0,,
OCE1021888,1365,OCESN839596F1801857148,"839596",0,,
OCE1021888,17842,OCESN839560F0900957032,"839560",0,,
OCE1021888,17828,OCESN839550F1301356891,"839550",0,,
OCE1021888,8350,OCESN839550F1401456885,"839550",0,,
OCE1021888,17827,OCESN839550F0200256883,"839550",0,,
OCE1021888,17841,OCESN839560F0100157029,"839560",0,,
OCE1021888,17883,OCESN839556F0100156966,"839556",0,,
OCE1021888,17888,OCESN839556F0300356970,"839556",0,,
OCE1021888,17894,OCESN839556F1401456979,"839556",0,,
OCE1021888,17826,OCESN839552F1101156913,"839552",0,,
OCE1021888,17831,OCESN839552F0700756915,"839552",0,,
OCE1021888,17844,OCESN839554F3103156942,"839554",0,,
OCE1021888,17675,OCESN839560F0300357028,"839560",0,,
OCE1021888,16926,OCESN839556F0500556980,"839556",0,,
OCE1021888,8242,OCESN839550F0500556889,"839550",0,,
OCE1021888,8242,OCESN839554F2902956941,"839554",0,,
OCE1021888,17843,OCESN839554F1701756939,"839554",0,,
OCE1021888,17687,OCESN839584F2602657107,"839584",0,,
OCE1021888,17831,OCESN839584F1801857105,"839584",0,,
OCE1021888,37046,OCESN839584F1701757114,"839584",0,,
OCE1021888,37047,OCESN839584F1501557115,"839584",0,,
OCE1021888,16161,OCESN839584F2502557112,"839584",0,,
OCE1021888,17694,OCESN839400F0400456794,"839400",0,,
OCE1021888,17694,OCESN839402F0600656801,"839402",0,,
OCE1021888,17863,OCESN839584F0100157102,"839584",0,,
OCE1021888,17756,OCESN839584F1101157101,"839584",0,,
OCE1021888,15946,OCESN839584F1001057096,"839584",0,,
OCE1021888,16926,OCESN839584F2002057110,"839584",0,,
OCE1021888,17687,OCESN839580F0500557094,"839580",0,,
OCE1021888,37048,OCESN839580F0100157095,"839580",0,,
OCE1021888,17694,OCESN839410F0500556824,"839410",0,,
OCE1021888,17694,OCESN839414F0800856837,"839414",0,,
OCE1021888,37049,OCESN839406F0600656814,"839406",0,,
OCE1021888,17724,OCESN839406F0100156812,"839406",0,,
OCE1021888,17823,OCESN839408F0600656819,"839408",0,,
OCE1021888,37050,OCESN839402F0500556799,"839402",0,,
OCE1021888,15931,OCESN839402F0100156800,"839402",0,,
OCE1021888,15931,OCESN839400F0100156795,"839400",0,,
OCE1021888,37051,OCESN839400F0300356796,"839400",0,,
OCE1021888,17697,OCESN839404F0100156806,"839404",0,,
OCE1021888,37052,OCESN839404F0300356807,"839404",0,,
OCE1021888,37053,OCESN839416F0300356841,"839416",0,,
OCE1021888,37054,OCESN839414F0600656838,"839414",0,,
OCE1021888,37055,OCESN839418F0100156845,"839418",0,,
OCE1021888,17729,OCESN839410F0100156825,"839410",0,,
OCE1021888,37056,OCESN839408F0900956820,"839408",0,,
OCE1021888,37057,OCESN839410F0400456822,"839410",0,,
OCE1021888,15931,OCESN839412F0100156828,"839412",0,,
OCE1021888,37058,OCESN839414F0700756834,"839414",0,,
OCE1021888,15931,OCESN839414F0100156835,"839414",0,,
OCE1021888,37059,OCESN839412F0200256830,"839412",0,,
OCE1470001,16535,OCESN839571F0200257057,"839571",1,,
OCE1470001,15997,OCESN839571F0400457063,"839571",1,,
OCE1470001,16366,OCESN839571F0900957064,"839571",1,,
OCE1470001,113,OCESN839571F1401457059,"839571",1,,
OCE1470001,17900,OCESN839571F1001057061,"839571",1,,
OCE1470001,16238,OCESN839571F1101157062,"839571",1,,
OCE1470001,17899,OCESN839571F0800857060,"839571",1,,
OCE1470001,17900,OCESN839575F0600657091,"839575",1,,
OCE1470001,16238,OCESN839575F0400457092,"839575",1,,
OCE1470001,2084,OCESN839571F1201257056,"839571",1,,
OCE1470001,7753,OCESN839571F0700757058,"839571",1,,
OCE1470001,3429,OCESN839575F0500557089,"839575",1,,
OCE1470001,15946,OCESN839575F0100157090,"839575",1,,
OCE1470001,2505,OCESN839573F1601657083,"839573",1,,
OCE1470001,427,OCESN839573F0300357082,"839573",1,,
OCE1470001,4187,OCESN839573F1401457081,"839573",1,,
OCE1470001,17950,OCESN839573F1301357086,"839573",1,,
OCE1470001,17952,OCESN839573F0700757085,"839573",1,,
OCE1470001,2669,OCESN839573F1201257084,"839573",1,,
OCE1470001,1819,OCESN839573F0500557080,"839573",1,,
OCE1470001,1297,OCESN839573F0200257076,"839573",1,,
OCE1470001,2499,OCESN839573F1001057075,"839573",1,,
OCE1470001,5505,OCESN839573F1701757074,"839573",1,,
OCE1470001,17946,OCESN839573F1501557079,"839573",1,,
OCE1470001,388,OCESN839573F0400457078,"839573",1,,
OCE1470001,17944,OCESN839573F0800857077,"839573",1,,
OCE1470001,17960,OCESN839575F0200257088,"839575",1,,
OCE1470001,16366,OCESN839572F0600657071,"839572",0,,
OCE1470001,15948,OCESN839572F0200257072,"839572",0,,
OCE1470001,17640,OCESN839574F0100157087,"839574",0,,
OCE1470001,17954,OCESN839572F0400457068,"839572",0,,
OCE1470001,2501,OCESN839572F0800857073,"839572",0,,
OCE1470001,2502,OCESN839572F0900957070,"839572",0,,
OCE1470001,113,OCESN839572F0100157069,"839572",0,,
OCE1470001,245,OCESN839570F1401457041,"839570",0,,
OCE1470001,388,OCESN839570F1501557047,"839570",0,,
OCE1470001,2500,OCESN839570F1301357046,"839570",0,,
OCE1470001,4174,OCESN839570F0400457049,"839570",0,,
OCE1470001,17928,OCESN839570F0900957048,"839570",0,,
OCE1470001,17927,OCESN839570F0300357043,"839570",0,,
OCE1470001,1819,OCESN839570F1101157042,"839570",0,,
OCE1470001,1297,OCESN839570F0800857045,"839570",0,,
OCE1470001,13807,OCESN839570F0700757044,"839570",0,,
OCE1470001,427,OCESN839570F1001057054,"839570",0,,
OCE1470001,17933,OCESN839570F0600657055,"839570",0,,
OCE1470001,17931,OCESN839570F0100157050,"839570",0,,
OCE1470001,2499,OCESN839570F1201257051,"839570",0,,
OCE1470001,2512,OCESN839570F1701757052,"839570",0,,
OCE1470001,219,OCESN839570F1601657053,"839570",0,,
OCE1470001,7753,OCESN839572F0700757067,"839572",0,,
OCE1470001,2084,OCESN839572F1001057066,"839572",0,,
OCE1470001,17953,OCESN839572F0500557065,"839572",0,,
OCE701653,37060,OCESN839605F0100157163,"839605",1,,
OCE701653,37061,OCESN839623F0100157181,"839623",1,,
OCE701653,37062,OCESN839615F0100157171,"839615",1,,
OCE701653,37063,OCESN839603F0100157158,"839603",1,,
OCE701653,37064,OCESN839607F0100157164,"839607",1,,
OCE701653,37065,OCESN839611F0100157167,"839611",1,,
OCE701653,37066,OCESN839601F0100157155,"839601",1,,
OCE701653,37067,OCESN839627F0100157185,"839627",1,,
OCE701653,37068,OCESN839619F0200257176,"839619",1,,
OCE701653,37069,OCESN839619F0100157175,"839619",1,,
OCE701653,37070,OCESN839625F0100157184,"839625",1,,
OCE701653,37071,OCESN839629F0100157186,"839629",1,,
OCE701653,15912,OCESN839630F0100157187,"839630",0,,
OCE701653,37072,OCESN839624F0700757183,"839624",0,,
OCE701653,17780,OCESN839604F0300357161,"839604",0,,
OCE701653,37073,OCESN839604F0600657160,"839604",0,,
OCE701653,17781,OCESN839604F0500557162,"839604",0,,
OCE701653,37074,OCESN839610F0600657165,"839610",0,,
OCE701653,37075,OCESN839600F0400457154,"839600",0,,
OCE701653,1944,OCESN839600F0100157153,"839600",0,,
OCE701653,17776,OCESN839602F0100157156,"839602",0,,
OCE701653,37076,OCESN839602F0500557157,"839602",0,,
OCE701653,37077,OCESN839612F0700757168,"839612",0,,
OCE701653,15931,OCESN839620F0100157178,"839620",0,,
OCE701653,37078,OCESN839620F0900957177,"839620",0,,
OCE701653,5911,OCESN839622F0100157179,"839622",0,,
OCE701653,37079,OCESN839622F0600657180,"839622",0,,
OCE701653,15931,OCESN839624F0100157182,"839624",0,,
OCE701653,37080,OCESN839614F0100157170,"839614",0,,
OCE701653,17785,OCESN839612F0100157169,"839612",0,,
OCE701653,37081,OCESN839616F0100157172,"839616",0,,
OCE701653,17783,OCESN839618F0100157174,"839618",0,,
OCE701653,37082,OCESN839618F0800857173,"839618",0,,
OCE701656,37083,OCESN839665F0100157196,"839665",1,,
OCE701656,37084,OCESN839813F0300357230,"839813",1,,
OCE701656,37085,OCESN839813F0200257229,"839813",1,,
OCE701656,15946,OCESN839849F0200257254,"839849",1,,
OCE701656,37086,OCESN839807F0100157222,"839807",1,,
OCE701656,37087,OCESN839803F0200257214,"839803",1,,
OCE701656,37088,OCESN839807F0200257221,"839807",1,,
OCE701656,17636,OCESN839863F0100157267,"839863",1,,
OCE701656,17634,OCESN839849F0400457255,"839849",1,,
OCE701656,37089,OCESN840601F0100157367,"840601",1,,
OCE701656,37090,OCESN839849F0300357253,"839849",1,,
OCE701656,37091,OCESN839857F0100157264,"839857",1,,
OCE701656,37092,OCESN840607F0100157372,"840607",1,,
OCE701656,37093,OCESN839859F0100157265,"839859",1,,
OCE701656,37094,OCESN839663F0200257191,"839663",1,,
OCE701656,37095,OCESN840603F0100157369,"840603",1,,
OCE701656,37096,OCESN840605F0100157370,"840605",1,,
OCE701656,37097,OCESN839667F0100157198,"839667",1,,
OCE701656,37098,OCESN839669F0100157200,"839669",1,,
OCE701656,37099,OCESN839851F0200257256,"839851",1,,
OCE701656,37100,OCESN839851F0100157257,"839851",1,,
OCE701656,1881,OCESN839663F0700757194,"839663",1,,
OCE701656,37101,OCESN839663F0100157193,"839663",1,,
OCE701656,17687,OCESN839809F0600657223,"839809",1,,
OCE701656,37102,OCESN839809F0300357225,"839809",1,,
OCE701656,17968,OCESN839803F0800857213,"839803",1,,
OCE701656,37103,OCESN839715F0100157209,"839715",1,,
OCE701656,37104,OCESN839849F0100157252,"839849",1,,
OCE701656,37105,OCESN839713F0100157208,"839713",1,,
OCE701656,37106,OCESN840607F0200257371,"840607",1,,
OCE701656,37107,OCESN839717F0100157211,"839717",1,,
OCE701656,37108,OCESN839717F0200257210,"839717",1,,
OCE701656,37109,OCESN840826F0400457417,"840826",0,,
OCE701656,17688,OCESN839820F0200257231,"839820",0,,
OCE701656,16908,OCESN839846F0100157250,"839846",0,,
OCE701656,37110,OCESN840600F0100157366,"840600",0,,
OCE701656,37111,OCESN839854F0600657261,"839854",0,,
OCE701656,17751,OCESN839854F0400457262,"839854",0,,
OCE701656,37112,OCESN839666F0100157197,"839666",0,,
OCE701656,37113,OCESN839662F0100157189,"839662",0,,
OCE701656,37114,OCESN839664F0100157195,"839664",0,,
OCE701656,37115,OCESN839660F0100157188,"839660",0,,
OCE701656,37116,OCESN840602F0100157368,"840602",0,,
OCE701656,37117,OCESN839844F0100157247,"839844",0,,
OCE701656,37118,OCESN839852F0200257258,"839852",0,,
OCE701656,37119,OCESN839856F0100157263,"839856",0,,
OCE701656,37120,OCESN839852F0100157259,"839852",0,,
OCE701656,37121,OCESN839828F0200257240,"839828",0,,
OCE701656,37122,OCESN839668F0100157199,"839668",0,,
OCE701656,37123,OCESN839828F0100157241,"839828",0,,
OCE701656,37124,OCESN839844F0200257246,"839844",0,,
OCE701656,37125,OCESN839842F0100157245,"839842",0,,
OCE701656,37126,OCESN839820F0100157233,"839820",0,,
OCE701656,538,OCESN839820F0600657232,"839820",0,,
OCE701656,37127,OCESN839822F0100157236,"839822",0,,
OCE701656,37128,OCESN839830F0100157242,"839830",0,,
OCE701656,15946,OCESN839854F0500557260,"839854",0,,
OCE701656,37129,OCESN839846F0600657249,"839846",0,,
OCE701656,37130,OCESN840826F0200257418,"840826",0,,
OCE777845,17746,OCESN840835F0200257421,"840835",1,,
OCE777845,17747,OCESN840835F0600657422,"840835",1,,
OCE777845,37131,OCESN840835F0100157424,"840835",1,,
OCE777845,17687,OCESN840703F0200257378,"840703",1,,
OCE777845,37132,OCESN840703F0100157377,"840703",1,,
OCE777845,37133,OCESN839707F0100157205,"839707",1,,
OCE777845,37134,OCESN840701F0100157373,"840701",1,,
OCE777845,37135,OCESN839705F0100157203,"839705",1,,
OCE777845,37136,OCESN839701F0100157201,"839701",1,,
OCE777845,37137,OCESN840710F0200257382,"840710",0,,
OCE777845,37138,OCESN840708F0100157381,"840708",0,,
OCE777845,37139,OCESN839824F0100157238,"839824",0,,
OCE777845,37140,OCESN839826F0100157239,"839826",0,,
OCE777845,37141,OCESN840710F0100157383,"840710",0,,
OCE777845,37142,OCESN840834F0100157420,"840834",0,,
OCE777845,37143,OCESN840702F0100157376,"840702",0,,
OCE777845,37144,OCESN840838F0100157425,"840838",0,,
OCE777845,37145,OCESN840832F0100157419,"840832",0,,
OCE777845,37146,OCESN839708F0100157207,"839708",0,,
OCE777845,37147,OCESN839704F0100157202,"839704",0,,
OCE777845,37148,OCESN839706F0100157204,"839706",0,,
OCESN-87713040-87171009,17745,OCESN839811F0100157227,"839811",1,,
OCESN-87713040-87171009,17749,OCESN839805F0100157218,"839805",1,,
OCESN-87713040-87171009,2303,OCESN839811F0500557226,"839811",1,,
OCESN-87713040-87171009,17747,OCESN839805F1001057215,"839805",1,,
OCESN-87713040-87175000,17750,OCESN839805F0300357220,"839805",1,,
OCE701657,37149,OCESN840503F0300357330,"840503",1,,
OCE701657,37150,OCESN840503F0200257331,"840503",1,,
OCE701657,37151,OCESN840501F0100157327,"840501",1,,
OCE701657,2827,OCESN840503F0500557329,"840503",1,,
OCE701657,37152,OCESN840505F0100157333,"840505",1,,
OCE701657,37153,OCESN840509F0100157337,"840509",1,,
OCE701657,37154,OCESN840507F0100157335,"840507",1,,
OCE701657,37155,OCESN840511F0300357339,"840511",1,,
OCE701657,37156,OCESN840511F0100157340,"840511",1,,
OCE701657,37157,OCESN840519F0100157345,"840519",1,,
OCE701657,37158,OCESN840523F0200257348,"840523",1,,
OCE701657,37159,OCESN840521F0100157347,"840521",1,,
OCE701657,37160,OCESN840539F0100157363,"840539",1,,
OCE701657,37161,OCESN840537F0100157362,"840537",1,,
OCE701657,37162,OCESN840541F0100157365,"840541",1,,
OCE701657,37163,OCESN840531F0100157360,"840531",1,,
OCE701657,37164,OCESN840523F0100157349,"840523",1,,
OCE701657,37165,OCESN840527F0500557354,"840527",1,,
OCE701657,37166,OCESN840517F0100157343,"840517",1,,
OCE701657,37167,OCESN840527F0100157353,"840527",1,,
OCE701657,37168,OCESN840513F0100157341,"840513",1,,
OCE701657,37169,OCESN840525F0100157351,"840525",1,,
OCE701657,37170,OCESN840518F0100157344,"840518",0,,
OCE701657,37171,OCESN840514F0100157342,"840514",0,,
OCE701657,37172,OCESN840536F0100157361,"840536",0,,
OCE701657,37173,OCESN840526F0100157352,"840526",0,,
OCE701657,37174,OCESN840528F0100157356,"840528",0,,
OCE701657,37175,OCESN840530F0100157359,"840530",0,,
OCE701657,37176,OCESN840540F0200257364,"840540",0,,
OCE701657,37177,OCESN840520F0100157346,"840520",0,,
OCE701657,37178,OCESN840524F0100157350,"840524",0,,
OCE701657,37179,OCESN840504F0100157332,"840504",0,,
OCE701657,37180,OCESN840502F0100157328,"840502",0,,
OCE701657,37181,OCESN840500F0100157326,"840500",0,,
OCE701657,37182,OCESN840510F0100157338,"840510",0,,
OCE701657,37183,OCESN840508F0100157336,"840508",0,,
OCE701657,37184,OCESN840506F0100157334,"840506",0,,
OCE697673,15858,OCESN841841F0100157767,"841841",1,,
OCE697673,16894,OCESN841811F0300357666,"841811",1,,
OCE697673,16089,OCESN841805F0400457649,"841805",1,,
OCE697673,15997,OCESN841839F0400457759,"841839",1,,
OCE697673,18827,OCESN841809F0600657662,"841809",1,,
OCE697673,15997,OCESN841805F0500557648,"841805",1,,
OCE697673,16089,OCESN841809F0700757660,"841809",1,,
OCE697673,16089,OCESN841839F0100157760,"841839",1,,
OCE697673,15928,OCESN841815F0400457685,"841815",1,,
OCE697673,16894,OCESN841815F0500557684,"841815",1,,
OCE697673,16037,OCESN841827F0200257731,"841827",1,,
OCE697673,15997,OCESN841829F0300357735,"841829",1,,
OCE697673,15997,OCESN841831F0600657742,"841831",1,,
OCE697673,15868,OCESN841829F0200257736,"841829",1,,
OCE697673,16535,OCESN841829F0400457737,"841829",1,,
OCE697673,15913,OCESN841859F0400457798,"841859",1,,
OCE697673,18825,OCESN841807F0300357653,"841807",1,,
OCE697673,2512,OCESN841861F0500557802,"841861",1,,
OCE697673,18866,OCESN841861F0100157803,"841861",1,,
OCE697673,15874,OCESN841859F0300357800,"841859",1,,
OCE697673,1418,OCESN841861F0400457801,"841861",1,,
OCE697673,16894,OCESN841809F0500557663,"841809",1,,
OCE697673,15928,OCESN841809F0300357661,"841809",1,,
OCE697673,16535,OCESN841827F0600657730,"841827",1,,
OCE697673,15997,OCESN841827F0500557729,"841827",1,,
OCE697673,15997,OCESN841825F0500557723,"841825",1,,
OCE697673,15993,OCESN841807F0100157654,"841807",1,,
OCE697673,16089,OCESN841825F0300357725,"841825",1,,
OCE697673,15993,OCESN841835F0100157749,"841835",1,,
OCE697673,15913,OCESN841853F0500557786,"841853",1,,
OCE697673,15874,OCESN841851F0100157783,"841851",1,,
OCE697673,15913,OCESN841851F0500557784,"841851",1,,
OCE697673,15874,OCESN841857F0300357792,"841857",1,,
OCE697673,15874,OCESN841853F0100157787,"841853",1,,
OCE697673,16076,OCESN841837F0900957756,"841837",1,,
OCE697673,15997,OCESN841837F0700757755,"841837",1,,
OCE697673,15868,OCESN841837F0500557758,"841837",1,,
OCE697673,16535,OCESN841837F0800857757,"841837",1,,
OCE697673,37185,OCESN841851F0600657782,"841851",1,,
OCE697673,2512,OCESN841837F0600657754,"841837",1,,
OCE697673,15997,OCESN841835F0300357750,"841835",1,,
OCE697673,4324,OCESN841839F0600657761,"841839",1,,
OCE697673,15993,OCESN841833F0100157746,"841833",1,,
OCE697673,16894,OCESN841819F0500557697,"841819",1,,
OCE697673,15928,OCESN841819F0700757696,"841819",1,,
OCE697673,16894,OCESN841817F0600657690,"841817",1,,
OCE697673,16089,OCESN841831F0500557743,"841831",1,,
OCE697673,15997,OCESN841833F0300357745,"841833",1,,
OCE697673,17158,OCESN841839F0500557762,"841839",1,,
OCE697673,15913,OCESN841857F0400457795,"841857",1,,
OCE697673,2512,OCESN841857F0500557793,"841857",1,,
OCE697673,18770,OCESN841857F0100157794,"841857",1,,
OCE697673,15997,OCESN841821F0800857705,"841821",1,,
OCE697673,15874,OCESN841821F0600657704,"841821",1,,
OCE697673,15875,OCESN841821F0300357707,"841821",1,,
OCE697673,16089,OCESN841821F0700757706,"841821",1,,
OCE697673,15874,OCESN841873F0300357809,"841873",1,,
OCE697673,15997,OCESN841823F0200257715,"841823",1,,
OCE697673,16089,OCESN841823F0400457714,"841823",1,,
OCE697673,2512,OCESN841865F0300357805,"841865",1,,
OCE697673,1645,OCESN841865F0100157806,"841865",1,,
OCE697673,15913,OCESN841873F0400457808,"841873",1,,
OCE697673,15997,OCESN841225F0300357450,"841225",1,,
OCE697673,15993,OCESN841817F0300357692,"841817",1,,
OCE697673,15993,OCESN841225F0100157451,"841225",1,,
OCE697673,16535,OCESN841242F0500557480,"841242",1,,
OCE697673,18827,OCESN841819F0200257699,"841819",1,,
OCE697673,16535,OCESN841244F0700757482,"841244",1,,
OCE697673,2512,OCESN841263F0400457510,"841263",1,,
OCE697673,1418,OCESN841263F0300357512,"841263",1,,
OCE697673,18827,OCESN841815F0100157681,"841815",1,,
OCE697673,16089,OCESN841815F0600657682,"841815",1,,
OCE697673,18827,OCESN841817F0500557691,"841817",1,,
OCE697673,18827,OCESN841242F0200257478,"841242",1,,
OCE697673,1418,OCESN841261F0200257505,"841261",1,,
OCE697673,16241,OCESN841257F0200257499,"841257",1,,
OCE697673,17344,OCESN841237F0100157468,"841237",1,,
OCE697673,18779,OCESN841259F0200257500,"841259",1,,
OCE697673,16241,OCESN841259F0300357501,"841259",1,,
OCE697673,1418,OCESN841257F0400457498,"841257",1,,
OCE697673,18902,OCESN841251F0200257493,"841251",1,,
OCE697673,16241,OCESN841255F0200257495,"841255",1,,
OCE697673,18831,OCESN841257F0100157497,"841257",1,,
OCE697673,16089,OCESN841213F0500557439,"841213",1,,
OCE697673,15997,OCESN841213F0400457440,"841213",1,,
OCE697673,16089,OCESN841819F0600657700,"841819",1,,
OCE697673,15997,OCESN841207F0300357434,"841207",1,,
OCE697673,15997,OCESN841232F0600657464,"841232",1,,
OCE697673,2512,OCESN841261F0400457504,"841261",1,,
OCE697673,16089,OCESN841232F0200257463,"841232",1,,
OCE697673,15993,OCESN841207F0100157433,"841207",1,,
OCE697673,2512,OCESN841251F0500557492,"841251",1,,
OCE697673,18827,OCESN841811F0200257667,"841811",1,,
OCE697673,16089,OCESN841811F0700757669,"841811",1,,
OCE697673,15997,OCESN841244F0600657484,"841244",1,,
OCE697673,16037,OCESN841244F0300357483,"841244",1,,
OCE697673,15874,OCESN841251F0400457489,"841251",1,,
OCE697673,15997,OCESN841237F0300357469,"841237",1,,
OCE697673,16089,OCESN841237F0400457470,"841237",1,,
OCE697673,18827,OCESN841238F0500557472,"841238",1,,
OCE697673,16535,OCESN841238F0200257473,"841238",1,,
OCE697673,18827,OCESN841824F0600657721,"841824",0,,
OCE697673,16037,OCESN841824F0500557718,"841824",0,,
OCE697673,16894,OCESN841820F0300357703,"841820",0,,
OCE697673,16535,OCESN841824F0900957720,"841824",0,,
OCE697673,15997,OCESN841822F0500557709,"841822",0,,
OCE697673,16089,OCESN841822F0400457712,"841822",0,,
OCE697673,15997,OCESN841800F0600657638,"841800",0,,
OCE697673,16089,OCESN841800F0300357640,"841800",0,,
OCE697673,15928,OCESN841822F0300357710,"841822",0,,
OCE697673,37186,OCESN841230F0100157459,"841230",0,,
OCE697673,15928,OCESN841234F0500557465,"841234",0,,
OCE697673,15928,OCESN841230F0600657458,"841230",0,,
OCE697673,16894,OCESN841272F0600657527,"841272",0,,
OCE697673,37187,OCESN841234F0300357466,"841234",0,,
OCE697673,15997,OCESN841276F0100157530,"841276",0,,
OCE697673,15993,OCESN841276F0300357529,"841276",0,,
OCE697673,15997,OCESN841278F0300357532,"841278",0,,
OCE697673,16089,OCESN841278F0400457533,"841278",0,,
OCE697673,16439,OCESN841272F0700757523,"841272",0,,
OCE697673,17344,OCESN841278F0200257531,"841278",0,,
OCE697673,15859,OCESN841432F0100157553,"841432",0,,
OCE697673,18817,OCESN841408F0100157539,"841408",0,,
OCE697673,15858,OCESN841400F0100157534,"841400",0,,
OCE697673,15858,OCESN841402F0100157535,"841402",0,,
OCE697673,15859,OCESN841412F0100157541,"841412",0,,
OCE697673,15997,OCESN841828F0100157734,"841828",0,,
OCE697673,15993,OCESN841828F0200257733,"841828",0,,
OCE697673,16076,OCESN841824F0100157719,"841824",0,,
OCE697673,16089,OCESN841830F0500557738,"841830",0,,
OCE697673,15997,OCESN841830F0600657739,"841830",0,,
OCE697673,15913,OCESN841840F0500557764,"841840",0,,
OCE697673,2512,OCESN841824F0700757722,"841824",0,,
OCE697673,16089,OCESN841826F0400457726,"841826",0,,
OCE697673,15997,OCESN841834F0100157748,"841834",0,,
OCE697673,15993,OCESN841834F0300357747,"841834",0,,
OCE697673,15997,OCESN841826F0500557727,"841826",0,,
OCE697673,16894,OCESN841824F0800857716,"841824",0,,
OCE697673,18837,OCESN841836F0700757752,"841836",0,,
OCE697673,17152,OCESN841836F0600657753,"841836",0,,
OCE697673,18825,OCESN841812F0800857671,"841812",0,,
OCE697673,18868,OCESN841808F0200257658,"841808",0,,
OCE697673,15993,OCESN841810F0100157664,"841810",0,,
OCE697673,15997,OCESN841810F0300357665,"841810",0,,
OCE697673,15993,OCESN841814F0500557677,"841814",0,,
OCE697673,2512,OCESN841814F0600657678,"841814",0,,
